Number	Token	Language	Named Entity	POS	Universal Dependency	Sentence
3444	los	Spn	O	DET	DET	s127
3445	jacarandaes	Spn	O	NOUN	NOUN	s127
3446	,	Spn	O	.	PUNCT	s127
3447	QUOTE-SYMBOL	Spn	O	.	PUNCT	s127
3448	and	Eng	O	CONJ	CCONJ	s127
3449	I	Eng	O/ORG	PRON	PRON	s127
3450	believed	Eng	O/ORG	VERB	VERB	s127
3451	it	Eng	O/ORG	PRON	PRON	s127
3452	and	Eng	O/ORG	CONJ	CCONJ	s127
3453	was	Eng	O/ORG	VERB	AUX	s127
3454	properly	Eng	O/ORG	ADV	ADV	s127
3455	awed	Eng	O/ORG	VERB	VERB	s127
3456	and	Eng	O/ORG	CONJ	CCONJ	s127
3457	grateful	Eng	O/ORG	ADJ	ADJ	s127
3458	,	Eng	O	.	PUNCT	s127
3459	each	Eng	O	ADJ	ADJ	s127
3460	spring	Eng	O	NOUN	NOUN	s127
3461	,	Eng	O	.	PUNCT	s127
3462	por	Spn	O	ADP	ADP	s127
3463	esa	Spn	O	DET	DET	s127
3464	breve	Spn	O	ADJ	ADJ	s127
3465	explosión	Spn	O	NOUN	NOUN	s127
3466	de	Spn	O	ADP	ADP	s127
3467	dusty	Eng	O	ADJ	ADJ	s127
3468	periwinkle	Eng	O	NOUN	NOUN	s127
3469	.	Eng	O	.	PUNCT	s127
3470	Sí	Spn	O	ADV	ADV	s128
3471	,	Spn	O	.	PUNCT	s128
3472	ese	Spn	O	PRON	PRON	s128
3473	es	Spn	O	VERB	VERB	s128
3474	el	Spn	O	DET	DET	s128
3475	color	Spn	O	NOUN	NOUN	s128
3476	,	Spn	O	.	PUNCT	s128
3477	exactamente	Spn	O	ADV	ADV	s128
3478	.	Spn	O	.	PUNCT	s128
3479	Como	Spn	O	ADV	ADV	s129
3480	el	Spn	O	DET	DET	s129
3481	QUOTE-SYMBOL	Spn	O	.	PUNCT	s129
3482	periwinkle	Eng	O	ADJ	ADJ	s129
3483	QUOTE-SYMBOL	Eng	O	.	PUNCT	s129
3484	crayon	Eng	O	NOUN	NOUN	s129
3485	en	Spn	O	ADP	ADP	s129
3486	la	Spn	O	DET	DET	s129
3487	giant	Eng	O/ORG	ADJ	ADJ	s129
3488	sized	Eng	O/ORG	ADJ	ADJ	s129
3489	box	Eng	O/ORG	NOUN	PROPN	s129
3490	de	Spn	O	ADP	ADP	s129
3491	Crayolas	Spn	O/OTROS	NOUN	PROPN	s129
3492	.	Spn	O	.	PUNCT	s129
3493	En	Spn	O	ADP	ADP	s130
3494	Sudáfrica	Spn	O/LUG	NOUN	PROPN	s130
3495	,	Spn	O	.	PUNCT	s130
3496	llegué	Spn	O	VERB	VERB	s130
3497	a	Spn	O	PRT	PART	s130
3498	creer	Spn	O	VERB	VERB	s130
3499	que	Spn	O	CONJ	SCONJ	s130
3500	la	Spn	O	DET	DET	s130
3501	vida	Spn	O	NOUN	NOUN	s130
3502	era	Spn	O	VERB	VERB	s130
3503	eso	Spn	O	PRON	PRON	s130
3504	,	Spn	O	.	PUNCT	s130
3505	precisely	Eng	O	ADV	ADV	s130
3506	:	Eng	O	.	PUNCT	s130
3507	the	Eng	O	DET	DET	s130
3508	otherwordly	Eng	O	ADJ	ADJ	s130
3509	,	Eng	O	.	PUNCT	s130
3510	ephemeral	Spn	O	ADJ	ADJ	s130
3511	beauty	Eng	O	NOUN	NOUN	s130
3512	de	Spn	O	ADP	ADP	s130
3513	los	Spn	O	DET	DET	s130
3514	jacarandaes	Spn	O	NOUN	NOUN	s130
3515	and	Eng	O	CONJ	CCONJ	s130
3516	,	Eng	O	.	PUNCT	s130
3517	in	Eng	O	ADP	ADP	s130
3518	equal	Eng	O	ADJ	ADJ	s130
3519	measure	Eng	O	NOUN	NOUN	s130
3520	,	Eng	O	.	PUNCT	s130
3521	the	Eng	O	DET	DET	s130
3522	clawing	Eng	O	ADJ	ADJ	s130
3523	loneliness	Eng	O	NOUN	NOUN	s130
3524	of	Eng	O	ADP	ADP	s130
3525	having	Eng	O	VERB	VERB	s130
3526	just	Eng	O	ADJ	ADJ	s130
3527	three	Eng	O	NUM	NUM	s130
3528	people	Eng	O	NOUN	NOUN	s130
3529	en	Spn	O	ADP	ADP	s130
3530	todo	Spn	O	ADJ	ADJ	s130
3531	el	Spn	O	DET	DET	s130
3532	continente	Spn	O	NOUN	NOUN	s130
3533	africano	Spn	O	ADJ	ADJ	s130
3534	.	Spn	O	.	PUNCT	s130
3535	En	Spn	O	ADP	ADP	s131
3536	realidad	Spn	O	NOUN	NOUN	s131
3537	el	Spn	O	DET	DET	s131
3538	primero	Spn	O	NOUN	NOUN	s131
3539	,	Spn	O	.	PUNCT	s131
3540	Howard	Eng	PERSON/PERS	NOUN	PROPN	s131
3541	,	Eng	O	.	PUNCT	s131
3542	I’d	Eng	O/ORG	PRON	PRON	s131
3543	just	Eng	O/ORG	ADV	ADV	s131
3544	broken	Eng	O/ORG	VERB	VERB	s131
3545	an	Eng	O/ORG	DET	DET	s131
3546	engagement	Eng	O/ORG	NOUN	PROPN	s131
3547	of	Eng	O/ORG	ADP	ADP	s131
3548	sorts	Eng	O/ORG	NOUN	PROPN	s131
3549	with	Eng	O	ADP	ADP	s131
3550	.	Eng	O	.	PUNCT	s131
3551	Otro	Spn	PERSON/O	NOUN	NOUN	s132
3552	(	Spn	O	.	PUNCT	s132
3553	Etienne	Spn	PERSON/ORG	NOUN	PROPN	s132
3554	,	Spn	O	.	PUNCT	s132
3555	aka	Spn	O	X	X	s132
3556	Curé	Spn	O/ORG	VERB	VERB	s132
3557	)	Spn	O	.	PUNCT	s132
3558	me	Spn	O	PRON	PRON	s132
3559	recogió	Spn	O	VERB	VERB	s132
3560	,	Spn	O	.	PUNCT	s132
3561	literalmente	Spn	O	ADV	ADV	s132
3562	,	Spn	O	.	PUNCT	s132
3563	de	Spn	O	ADP	ADP	s132
3564	la	Spn	O	DET	DET	s132
3565	calle	Spn	O	NOUN	NOUN	s132
3566	y	Spn	O	CONJ	CCONJ	s132
3567	me	Spn	O	PRON	PRON	s132
3568	instaló	Spn	O	VERB	VERB	s132
3569	en	Spn	O	ADP	ADP	s132
3570	su	Spn	O	DET	DET	s132
3571	tiny	Eng	O	ADJ	ADJ	s132
3572	,	Eng	O	.	PUNCT	s132
3573	7th	Eng	O	NUM	NUM	s132
3574	floor	Eng	O	ADJ	ADJ	s132
3575	flat	Eng	O	NOUN	NOUN	s132
3576	,	Eng	O	.	PUNCT	s132
3577	only	Eng	O	ADV	ADV	s132
3578	to	Eng	O	PRT	PART	s132
3579	leave	Eng	O	VERB	VERB	s132
3580	casi	Spn	O	ADV	ADV	s132
3581	de	Spn	O	ADP	ADP	s132
3582	inmediato	Spn	O	ADJ	ADJ	s132
3583	para	Spn	O	ADP	ADP	s132
3584	un	Spn	O	DET	DET	s132
3585	obligatory	Eng	O	ADJ	ADJ	s132
3586	,	Eng	O	.	PUNCT	s132
3587	months-long	Eng	O	ADJ	ADJ	s132
3588	military	Eng	O	ADJ	ADJ	s132
3589	camp	Eng	O	NOUN	NOUN	s132
3590	en	Spn	O	ADP	ADP	s132
3591	Ciudad	Spn	ORGANIZATION/LUG	NOUN	PROPN	s132
3592	del	Spn	ORGANIZATION/O	ADP	ADP	s132
3593	Cabo	Spn	ORGANIZATION/OTROS	NOUN	PROPN	s132
3594	.	Spn	O	.	PUNCT	s132
3595	Y	Spn	O	CONJ	CCONJ	s133
3596	el	Spn	O	DET	DET	s133
3597	tercero	Spn	O	NOUN	NOUN	s133
3598	,	Spn	O	.	PUNCT	s133
3599	a	Eng	O	DET	DET	s133
3600	Spanish-British	Eng	O/ORG	ADJ	ADJ	s133
3601	immigrant	Eng	O/ORG	NOUN	PROPN	s133
3602	to	Eng	O/ORG	ADP	ADP	s133
3603	QUOTE-SYMBOL	Eng	O	.	PUNCT	s133
3604	the	Eng	O	DET	DET	s133
3605	colonies	Eng	O	NOUN	NOUN	s133
3606	,	Eng	O	.	PUNCT	s133
3607	QUOTE-SYMBOL	Eng	O	.	PUNCT	s133
3608	por	Spn	O	ADP	ADP	s133
3609	ser	Spn	O	VERB	VERB	s133
3610	el	Spn	O	DET	DET	s133
3611	segundón	Spn	O	NOUN	NOUN	s133
3612	de	Spn	O	ADP	ADP	s133
3613	un	Spn	O	DET	DET	s133
3614	wealthy	Eng	O	ADJ	ADJ	s133
3615	family	Eng	O	NOUN	NOUN	s133
3616	,	Eng	O	.	PUNCT	s133
3617	después	Spn	O	ADV	ADV	s133
3618	de	Spn	O	ADP	ADP	s133
3619	un	Spn	O	DET	DET	s133
3620	Kerouac-worthy	Eng	O	ADJ	ADJ	s133
3621	roadtrip	Eng	O	NOUN	NOUN	s133
3622	en	Spn	O	ADP	ADP	s133
3623	su	Spn	O	DET	DET	s133
3624	minúsculo	Spn	O	ADJ	ADJ	s133
3625	orange	Eng	O	ADJ	ADJ	s133
3626	VW	Eng	ORGANIZATION/ORG	X	X	s133
3627	bug	Eng	O/ORG	NOUN	PROPN	s133
3628	—	Eng	O	.	PUNCT	s133
3629	across	Eng	O/ORG	ADP	ADP	s133
3630	the	Eng	O/ORG	DET	DET	s133
3631	southern	Eng	O/ORG	ADJ	ADJ	s133
3632	tip	Eng	O/ORG	NOUN	PROPN	s133
3633	of	Eng	O/ORG	ADP	ADP	s133
3634	Africa	Spn	LOCATION/ORG	NOUN	PROPN	s133
3635	—	Spn	O	.	PUNCT	s133
3636	a	Spn	O	ADP	ADP	s133
3637	Pretoria	Spn	LOCATION/LUG	NOUN	PROPN	s133
3638	a	Eng	O	ADP	ADP	s133
3639	Cape	Eng	LOCATION/PERS	NOUN	PROPN	s133
3640	Town	Eng	LOCATION/PERS	NOUN	PROPN	s133
3641	and	Eng	O	CONJ	CCONJ	s133
3642	back	Eng	O	ADP	ADP	s133
3643	,	Eng	O	.	PUNCT	s133
3644	por	Spn	O	ADP	ADP	s133
3645	Pietermaritzburg	Eng	LOCATION/LUG	NOUN	PROPN	s133
3646	and	Eng	O	CONJ	CCONJ	s133
3647	Port	Eng	PERSON/PERS	NOUN	PROPN	s133
3648	Elizabeth	Spn	PERSON/PERS	NOUN	PROPN	s133
3649	and	Eng	O	CONJ	CCONJ	s133
3650	Paarl	Eng	LOCATION/LUG	NOUN	PROPN	s133
3651	,	Eng	O	.	PUNCT	s133
3652	Stellenbosch	Eng	LOCATION/LUG	NOUN	PROPN	s133
3653	,	Eng	O	.	PUNCT	s133
3654	and	Eng	O	CONJ	CCONJ	s133
3655	the	Eng	O	DET	DET	s133
3656	Transkei	Eng	LOCATION/ORG	NOUN	PROPN	s133
3657	and	Eng	O/ORG	CONJ	CCONJ	s133
3658	then	Eng	O/ORG	ADV	ADV	s133
3659	some	Eng	O/ORG	PRON	PRON	s133
3660	—	Eng	O	.	PUNCT	s133
3661	e	Spn	O	CONJ	CCONJ	s133
3662	había	Spn	O	VERB	AUX	s133
3663	tomado	Spn	O	VERB	VERB	s133
3664	un	Spn	O	DET	DET	s133
3665	one-year	Eng	O	ADJ	ADJ	s133
3666	leave	Eng	O	NOUN	NOUN	s133
3667	de	Spn	O	ADP	ADP	s133
3668	su	Spn	O	DET	DET	s133
3669	teaching	Eng	O	ADJ	ADJ	s133
3670	job	Eng	O	NOUN	NOUN	s133
3671	en	Spn	O	ADP	ADP	s133
3672	la	Spn	O	DET	DET	s133
3673	Universidad	Spn	O/ORG	NOUN	PROPN	s133
3674	de	Spn	O	ADP	ADP	s133
3675	Sudáfrica	Spn	O/ORG	NOUN	PROPN	s133
3676	(	Spn	O	.	PUNCT	s133
3677	that	Eng	O/ORG	ADP	ADP	s133
3678	was	Eng	O/ORG	VERB	VERB	s133
3679	why	Eng	O/ORG	ADV	ADV	s133
3680	I	Eng	O/ORG	PRON	PRON	s133
3681	got	Eng	O/ORG	VERB	AUX	s133
3682	to	Eng	O/ORG	PRT	PART	s133
3683	stay	Eng	O/ORG	VERB	VERB	s133
3684	on	Eng	O/ORG	ADP	ADP	s133
3685	at	Eng	O/ORG	ADP	ADP	s133
3686	UNISA	Spn	ORGANIZATION/ORG	NOUN	PROPN	s133
3687	)	Spn	O	.	PUNCT	s133
3688	para	Spn	O	ADP	ADP	s133
3689	asistir	Spn	O	VERB	VERB	s133
3690	al	Spn	O	ADP	ADP	s133
3691	Masters	Eng	O/ORG	NOUN	PROPN	s133
3692	and	Eng	O	CONJ	CCONJ	s133
3693	Johnson	Eng	PERSON/PERS	ADJ	ADJ	s133
3694	sex	Eng	O	ADJ	ADJ	s133
3695	clinic	Eng	O	NOUN	NOUN	s133
3696	en	Spn	O	ADP	ADP	s133
3697	St	Eng	O/LUG	X	X	s133
3698	.	Eng	O	.	PUNCT	s133
3699	Louis	Eng	O/PERS	NOUN	PROPN	s133
3700	—	Eng	O	.	PUNCT	s133
3701	s	Eng	O	X	X	s133
3702	lo	Spn	O	PRON	PRON	s133
3703	juro	Spn	O	VERB	VERB	s133
3704	!	Spn	O	.	PUNCT	s133
3705	So	Eng	O	ADV	ADV	s134
3706	I	Eng	O	PRON	PRON	s134
3707	was	Eng	O	VERB	AUX	s134
3708	living	Eng	O	VERB	VERB	s134
3709	alone	Eng	O	ADJ	ADJ	s134
3710	,	Eng	O	.	PUNCT	s134
3711	realmente	Spn	O	ADV	ADV	s134
3712	sola	Spn	O	ADJ	ADJ	s134
3713	,	Spn	O	.	PUNCT	s134
3714	por	Spn	O	ADP	ADP	s134
3715	primera	Spn	O	ADJ	ADJ	s134
3716	vez	Spn	O	NOUN	NOUN	s134
3717	en	Spn	O	ADP	ADP	s134
3718	mi	Spn	O	DET	DET	s134
3719	vida	Spn	O	NOUN	NOUN	s134
3720	.	Spn	O	.	PUNCT	s134
3721	No	Spn	O	ADV	ADV	s135
3722	TV	Eng	O/ORG	NOUN	PROPN	s135
3723	,	Eng	O	.	PUNCT	s135
3724	not	Eng	O	ADV	ADV	s135
3725	even	Eng	O	ADJ	ADJ	s135
3726	a	Eng	O	DET	DET	s135
3727	radio	Spn	O	NOUN	NOUN	s135
3728	.	Spn	O	.	PUNCT	s135
3729	Como	Spn	O	ADV	ADV	s136
3730	que	Spn	O	PRT	PART	s136
3731	no	Spn	O	ADV	ADV	s136
3732	quería	Spn	O	VERB	AUX	s136
3733	interact	Eng	O	VERB	VERB	s136
3734	with	Eng	O	ADP	ADP	s136
3735	people	Eng	O	NOUN	NOUN	s136
3736	,	Eng	O	.	PUNCT	s136
3737	con	Spn	O	ADP	ADP	s136
3738	los	Spn	O	DET	DET	s136
3739	Afrikaners	Eng	O/ORG	NOUN	PROPN	s136
3740	I	Eng	O/ORG	PRON	PRON	s136
3741	was	Eng	O	VERB	AUX	s136
3742	surrounded	Eng	O	VERB	VERB	s136
3743	with	Eng	O	ADP	ADP	s136
3744	in	Eng	O	ADP	ADP	s136
3745	the	Eng	O	DET	DET	s136
3746	governmental	Eng	O	ADJ	ADJ	s136
3747	capital	Eng	O	NOUN	NOUN	s136
3748	,	Eng	O	.	PUNCT	s136
3749	por	Spn	O	ADP	ADP	s136
3750	temor	Spn	O	NOUN	NOUN	s136
3751	a	Spn	O	PRT	PART	s136
3752	que	Spn	O	CONJ	SCONJ	s136
3753	su	Spn	O	DET	DET	s136
3754	savage	Eng	O	ADJ	ADJ	s136
3755	racismo	Spn	O	NOUN	NOUN	s136
3756	se	Spn	O	PRON	PRON	s136
3757	me	Spn	O	PRON	PRON	s136
3758	contagiara	Spn	O	VERB	VERB	s136
3759	.	Spn	O	.	PUNCT	s136
3760	Sería	Spn	O	VERB	VERB	s137
3761	hasta	Spn	O	ADP	ADP	s137
3762	que	Spn	O	CONJ	SCONJ	s137
3763	mi	Spn	O	DET	DET	s137
3764	amigo	Spn	O	NOUN	NOUN	s137
3765	africano	Spn	O	ADJ	ADJ	s137
3766	del	Spn	O	ADP	ADP	s137
3767	xeroxing	Eng	O	ADJ	ADJ	s137
3768	room	Eng	O	NOUN	NOUN	s137
3769	en	Spn	O	ADP	ADP	s137
3770	UNISA	Spn	ORGANIZATION/ORG	NOUN	PROPN	s137
3771	,	Spn	O	.	PUNCT	s137
3772	Neppe	Eng	PERSON/PERS	NOUN	PROPN	s137
3773	Selabe	Spn	PERSON/PERS	NOUN	PROPN	s137
3774	,	Spn	O	.	PUNCT	s137
3775	me	Spn	O	PRON	PRON	s137
3776	comentó	Spn	O	VERB	VERB	s137
3777	,	Spn	O	.	PUNCT	s137
3778	QUOTE-SYMBOL	Spn	O	.	PUNCT	s137
3779	Suzi	Spn	PERSON/PERS	NOUN	PROPN	s137
3780	,	Spn	O	.	PUNCT	s137
3781	you	Eng	O	PRON	PRON	s137
3782	haveto	Eng	O	X	X	s137
3783	learn	Eng	O	VERB	VERB	s137
3784	their	Eng	O	DET	DET	s137
3785	language	Eng	O	NOUN	NOUN	s137
3786	,	Eng	O	.	PUNCT	s137
3787	to	Eng	O	PRT	PART	s137
3788	understand	Eng	O	VERB	VERB	s137
3789	them	Eng	O	PRON	PRON	s137
3790	.	Eng	O	.	PUNCT	s137
3791	To	Eng	O	PRT	PART	s138
3792	understand	Eng	O	VERB	VERB	s138
3793	us	Eng	O	PRON	PRON	s138
3794	,	Eng	O	.	PUNCT	s138
3795	QUOTE-SYMBOL	Eng	O	.	PUNCT	s138
3796	que	Spn	O	PRT	PART	s138
3797	something	Eng	O/ORG	NOUN	PROPN	s138
3798	in	Eng	O/ORG	ADP	ADP	s138
3799	me	Eng	O/ORG	PRON	PRON	s138
3800	would	Eng	O/ORG	VERB	AUX	s138
3801	shift	Eng	O/ORG	VERB	VERB	s138
3802	,	Eng	O	.	PUNCT	s138
3803	crack	Eng	O	VERB	VERB	s138
3804	open	Eng	O	ADJ	ADJ	s138
3805	.	Eng	O	.	PUNCT	s138
3806	I	Eng	O	PRON	PRON	s139
3807	needed	Eng	O	VERB	VERB	s139
3808	to	Eng	O	PRT	PART	s139
3809	let	Eng	O	VERB	VERB	s139
3810	it	Eng	O	PRON	PRON	s139
3811	happen	Eng	O	VERB	VERB	s139
3812	.	Eng	O	.	PUNCT	s139
3813	Right	Eng	O/PERS	ADV	ADV	s140
3814	about	Eng	O	ADV	ADV	s140
3815	then	Eng	O	ADV	ADV	s140
3816	,	Eng	O	.	PUNCT	s140
3817	besides	Eng	O	ADV	ADV	s140
3818	,	Eng	O	.	PUNCT	s140
3819	volvió	Spn	O	VERB	VERB	s140
3820	el	Spn	O	DET	DET	s140
3821	Curé	Spn	O/ORG	NOUN	PROPN	s140
3822	from	Eng	O/ORG	ADP	ADP	s140
3823	Kapstaad	Eng	LOCATION/ORG	NOUN	PROPN	s140
3824	,	Eng	O	.	PUNCT	s140
3825	from	Eng	O	ADP	ADP	s140
3826	the	Eng	O	DET	DET	s140
3827	army	Eng	O	ADJ	ADJ	s140
3828	camp	Eng	O	NOUN	NOUN	s140
3829	,	Eng	O	.	PUNCT	s140
3830	and	Eng	O	CONJ	CCONJ	s140
3831	I	Eng	O/ORG	PRON	PRON	s140
3832	got	Eng	O/ORG	VERB	VERB	s140
3833	an	Eng	O/ORG	DET	DET	s140
3834	instant	Eng	O/ORG	ADJ	ADJ	s140
3835	Afrikaner	Eng	O/ORG	ADJ	ADJ	s140
3836	roomate	Eng	O	NOUN	NOUN	s140
3837	.	Eng	O	.	PUNCT	s140
3838	Raised	Eng	O/PERS	VERB	VERB	s141
3839	by	Eng	O	ADP	ADP	s141
3840	a	Eng	O	DET	DET	s141
3841	dominee	Eng	O	ADJ	ADJ	s141
3842	daddy	Eng	O	NOUN	NOUN	s141
3843	,	Eng	O	.	PUNCT	s141
3844	no	Spn	O	ADV	ADV	s141
3845	less	Eng	O	ADJ	ADJ	s141
3846	,	Eng	O	.	PUNCT	s141
3847	and	Eng	O	CONJ	CCONJ	s141
3848	feliz	Spn	O	ADJ	ADJ	s141
3849	to	Eng	O	ADP	ADP	s141
3850	boot	Eng	O	NOUN	NOUN	s141
3851	.	Eng	O	.	PUNCT	s141
3852	He’d	Eng	O	PRON	PRON	s142
3853	walked	Eng	O	VERB	VERB	s142
3854	out	Eng	O	PRT	PART	s142
3855	on	Eng	O	ADP	ADP	s142
3856	his	Eng	O	DET	DET	s142
3857	latest	Eng	O	ADJ	ADJ	s142
3858	job	Eng	O	NOUN	NOUN	s142
3859	,	Eng	O	.	PUNCT	s142
3860	además	Spn	O	ADV	ADV	s142
3861	,	Spn	O	.	PUNCT	s142
3862	waiter	Eng	O	NOUN	NOUN	s142
3863	at	Eng	O	ADP	ADP	s142
3864	an	Eng	O	DET	DET	s142
3865	upscale	Eng	O	ADJ	ADJ	s142
3866	restaurant	Eng	O	NOUN	NOUN	s142
3867	,	Eng	O	.	PUNCT	s142
3868	cuando	Spn	O	ADV	ADV	s142
3869	despidieron	Spn	O	VERB	VERB	s142
3870	a	Spn	O	PRT	PART	s142
3871	6	Num	O	NUM	NUM	s142
3872	kitchen	Eng	O	ADJ	ADJ	s142
3873	workers	Eng	O	NOUN	NOUN	s142
3874	africanas	Spn	O	ADJ	ADJ	s142
3875	,	Spn	O	.	PUNCT	s142
3876	and	Eng	O	CONJ	CCONJ	s142
3877	within	Eng	O	ADP	ADP	s142
3878	24	Num	O	NUM	NUM	s142
3879	hours	Eng	O	NOUN	NOUN	s142
3880	had	Eng	O	VERB	AUX	s142
3881	gotten	Eng	O	VERB	VERB	s142
3882	himself	Eng	O	PRON	PRON	s142
3883	—	Eng	O	.	PUNCT	s142
3884	f	Eng	O	X	X	s142
3885	them	Eng	O	PRON	PRON	s142
3886	—	Eng	O	.	PUNCT	s142
3887	m	Eng	O	X	X	s142
3888	jobs	Eng	O	NOUN	NOUN	s142
3889	.	Eng	O	.	PUNCT	s142
3890	So	Eng	O	PRT	PART	s143
3891	put	Eng	O	VERB	VERB	s143
3892	that	Eng	O	PRON	PRON	s143
3893	en	Spn	O	ADP	ADP	s143
3894	tu	Spn	O	DET	DET	s143
3895	pipa	Spn	O	NOUN	NOUN	s143
3896	and	Eng	O	CONJ	CCONJ	s143
3897	smoke	Eng	O	VERB	VERB	s143
3898	it	Eng	O	PRON	PRON	s143
3899	,	Eng	O	.	PUNCT	s143
3900	mija	Spn	O	NOUN	NOUN	s143
3901	,	Spn	O	.	PUNCT	s143
3902	I	Eng	O/ORG	PRON	PRON	s143
3903	told	Eng	O/ORG	VERB	VERB	s143
3904	myself	Eng	O/ORG	PRON	PRON	s143
3905	.	Eng	O	.	PUNCT	s143
3906	What	Eng	O/PERS	ADV	ADV	s144
3907	do	Eng	O	VERB	AUX	s144
3908	I	Eng	O	PRON	PRON	s144
3909	know	Eng	O	VERB	VERB	s144
3910	,	Eng	O	.	PUNCT	s144
3911	really	Eng	O	ADV	ADV	s144
3912	know	Eng	O	VERB	VERB	s144
3913	,	Eng	O	.	PUNCT	s144
3914	about	Eng	O	ADP	ADP	s144
3915	Afrikaners	Eng	O/ORG	NOUN	PROPN	s144
3916	?	Eng	O	.	PUNCT	s144
3917	About	Eng	O	ADP	ADP	s145
3918	this	Eng	O	DET	DET	s145
3919	country	Eng	O	NOUN	NOUN	s145
3920	?	Eng	O	.	PUNCT	s145
3921	Pero	Spn	O	CONJ	CCONJ	s146
3922	en	Spn	O	ADP	ADP	s146
3923	los	Spn	O	DET	DET	s146
3924	primeros	Spn	O	ADJ	ADJ	s146
3925	meses	Spn	O	NOUN	NOUN	s146
3926	en	Spn	O	ADP	ADP	s146
3927	Africa	Spn	LOCATION/LUG	NOUN	PROPN	s146
3928	estuve	Spn	O	VERB	VERB	s146
3929	hermetically	Eng	O	ADJ	ADJ	s146
3930	sealed	Eng	O	ADJ	ADJ	s146
3931	,	Eng	O	.	PUNCT	s146
3932	solitaria	Spn	O	ADJ	ADJ	s146
3933	.	Spn	O	.	PUNCT	s146
3934	I	Eng	O	PRON	PRON	s147
3935	wrote	Eng	O	VERB	VERB	s147
3936	it	Eng	O	PRON	PRON	s147
3937	like	Eng	O	ADP	ADP	s147
3938	a	Eng	O	DET	DET	s147
3939	mantra	Spn	O	NOUN	NOUN	s147
3940	(	Spn	O	.	PUNCT	s147
3941	maudlin	Eng	O	ADJ	ADJ	s147
3942	,	Eng	O	.	PUNCT	s147
3943	ya	Spn	O	ADV	ADV	s147
3944	lo	Spn	O	PRON	PRON	s147
3945	sé	Spn	O	VERB	VERB	s147
3946	)	Spn	O	.	PUNCT	s147
3947	almost	Eng	O	ADJ	ADJ	s147
3948	every	Eng	O	ADJ	ADJ	s147
3949	day	Eng	O	NOUN	NOUN	s147
3950	,	Eng	O	.	PUNCT	s147
3951	en	Spn	O	ADP	ADP	s147
3952	mi	Spn	O	DET	DET	s147
3953	diario	Spn	O	NOUN	NOUN	s147
3954	:	Spn	O	.	PUNCT	s147
3955	QUOTE-SYMBOL	Spn	O	.	PUNCT	s147
3956	How	Eng	O/ORG	ADV	ADV	s147
3957	can	Eng	O/ORG	VERB	VERB	s147
3958	I	Eng	O/ORG	PRON	PRON	s147
3959	go	Eng	O	VERB	VERB	s147
3960	on	Eng	O	PRT	PART	s147
3961	like	Eng	O	ADV	ADV	s147
3962	this	Eng	O	PRON	PRON	s147
3963	?	Eng	O	.	PUNCT	s147
3964	¿Me	Spn	O	PRON	PRON	s148
3965	estaré	Spn	O	VERB	VERB	s148
3966	volviendo	Spn	O	VERB	VERB	s148
3967	loca	Spn	O	ADJ	ADJ	s148
3968	?	Spn	O	.	PUNCT	s148
3969	I’m	Eng	O	PRON	PRON	s149
3970	so	Eng	O	ADV	ADV	s149
3971	alone	Eng	O	ADJ	ADJ	s149
3972	,	Eng	O	.	PUNCT	s149
3973	alone	Eng	O	ADJ	ADJ	s149
3974	,	Eng	O	.	PUNCT	s149
3975	ALONE	Eng	O	ADJ	ADJ	s149
3976	.	Eng	O	.	PUNCT	s149
3977	.	Eng	O	.	PUNCT	s149
3978	.	Eng	O	.	PUNCT	s149
3979	QUOTE-SYMBOL	Eng	O	.	PUNCT	s150
3980	Sola	Spn	O	ADJ	ADJ	s150
3981	con	Spn	O	ADP	ADP	s150
3982	mis	Spn	O	DET	DET	s150
3983	precious	Eng	O	ADJ	ADJ	s150
3984	felt-tipped	Eng	O	ADJ	ADJ	s150
3985	pens	Eng	O	NOUN	NOUN	s150
3986	y	Spn	O	CONJ	CCONJ	s150
3987	y	Spn	O	CONJ	CCONJ	s150
3988	mis	Spn	O	DET	DET	s150
3989	Chinese	Eng	O/PERS	ADJ	ADJ	s150
3990	cuadernos	Spn	O	NOUN	NOUN	s150
3991	from	Eng	O	ADP	ADP	s150
3992	Little	Eng	O/LUG	NOUN	PROPN	s150
3993	Ricky’s	Eng	O/LUG	NOUN	PROPN	s150
3994	en	Spn	O	ADP	ADP	s150
3995	New	Eng	LOCATION/LUG	NOUN	PROPN	s150
3996	York	Eng	LOCATION/LUG	NOUN	PROPN	s150
3997	y	Spn	O	CONJ	CCONJ	s150
3998	mis	Spn	O	DET	DET	s150
3999	libros	Spn	O	NOUN	NOUN	s150
4000	de	Spn	O	ADP	ADP	s150
4001	segunda	Spn	O	ADJ	ADJ	s150
4002	mano	Spn	O	NOUN	NOUN	s150
4003	,	Spn	O	.	PUNCT	s150
4004	me	Spn	O	PRON	PRON	s150
4005	aferraba	Spn	O	VERB	VERB	s150
4006	a	Spn	O	ADP	ADP	s150
4007	la	Spn	O	DET	DET	s150
4008	incongruente	Spn	O	ADJ	ADJ	s150
4009	idea	Eng	O	NOUN	NOUN	s150
4010	de	Spn	O	ADP	ADP	s150
4011	que	Spn	O	CONJ	SCONJ	s150
4012	mi	Spn	O	DET	DET	s150
4013	vida	Spn	O	NOUN	NOUN	s150
4014	and	Eng	O	CONJ	CCONJ	s150
4015	my	Eng	O	DET	DET	s150
4016	writing	Eng	O	NOUN	NOUN	s150
